adult,original_language,popularity,runtime,title,vote_average,vote_count,Year,budget,revenue
FALSE,en,10.06545,98,Next Friday,6.5,145,2000,11,59.827328
FALSE,en,5.496624,91,Supernova,4.9,109,2000,90,14.828081
FALSE,de,0.907927,95,Isn't She Great,4.6,14,2000,36,3.003296
FALSE,en,9.738371,116,Scream 3,5.7,749,2000,40,161.834276
FALSE,en,6.370105,101,Gun Shy,5.4,24,2000,10,1.631839
FALSE,en,14.430311,119,The Beach,6.3,1271,2000,40,144.056873
FALSE,en,7.023414,77,The Tigger Movie,6.3,146,2000,30,45.554533
FALSE,en,0.06431,93,Trois,4.5,1,2000,0.2,1.160268
FALSE,en,8.518425,118,Boiler Room,6.5,202,2000,26,28.780255
FALSE,en,6.474767,94,Hanging Up,5,42,2000,40,36.037909
FALSE,en,6.424399,108,Pitch Black,6.7,1812,2000,23,53.187659
FALSE,en,12.061521,98,The Whole Nine Yards,6.3,540,2000,41.3,106.371651
FALSE,en,12.11759,124,Reindeer Games,5.3,175,2000,42,32.16897
FALSE,en,0.651625,82,3 Strikes,5.9,15,2000,6,9
FALSE,en,4.372616,96,Drowning Mona,5.4,43,2000,16,15.427192
FALSE,en,2.971999,108,The Next Best Thing,4.3,29,2000,25,24.362772
FALSE,en,9.021107,114,Mission to Mars,5.7,374,2000,90,60.874615
FALSE,en,10.135446,131,Erin Brockovich,7.1,730,2000,52,256.271286
FALSE,en,14.961416,98,Final Destination,6.4,1416,2000,23,53.302314
FALSE,en,8.369176,115,Romeo Must Die,6,334,2000,25,91.03676
FALSE,en,3.550711,94,Whatever It Takes,5.1,38,2000,15,9.902115
FALSE,en,1.241671,105,Waking the Dead,6.5,22,2000,8.5,0.327418
FALSE,en,8.524956,113,High Fidelity,7,636,2000,30,47.126295
FALSE,en,8.755188,89,The Road to El Dorado,7,892,2000,95,76.432727
FALSE,en,11.363754,106,The Skulls,5.7,160,2000,15,35.00718
FALSE,en,10.163266,118,Frequency,7,473,2000,31,68.106245
FALSE,en,3.69298,107,Ready to Rumble,4.7,51,2000,24,12.37241
FALSE,en,5.269733,115,Return to Me,6.1,68,2000,24,36.609995
FALSE,en,10.278274,128,Rules of Engagement,6,178,2000,60,71
FALSE,en,13.686715,102,American Psycho,7.3,2128,2000,7,34.266564
FALSE,en,6.045585,127,Keeping the Faith,5.9,161,2000,30,37.036004
FALSE,en,8.25719,90,Gossip,5.6,70,2000,14,5.10882
FALSE,en,5.733227,124,Love & Basketball,7.5,93,2000,20,27.728118
FALSE,en,7.879924,116,U-571,6.1,345,2000,62,127.666415
FALSE,en,6.053595,90,The Flintstones in Viva Rock Vegas,4.4,140,2000,83,59.468275
FALSE,en,5.833133,120,Where the Heart Is,6.9,159,2000,15,33.771174
FALSE,en,4.896026,90,The Big Kahuna,6.8,91,2000,7,3.728888
FALSE,en,23.186667,155,Gladiator,7.9,5566,2000,103,457.640427
FALSE,en,5.276926,118,Battlefield Earth,3,259,2000,44,21.4
FALSE,en,10.491734,115,Center Stage,6.8,95,2000,18,17.200925
FALSE,en,12.896203,112,Hamlet,6,35,2000,2,1.568749
FALSE,en,9.998415,82,Dinosaur,6.2,563,2000,127.5,354.248063
FALSE,en,8.00158,93,Road Trip,5.9,550,2000,16,119.754278
FALSE,en,18.97178,123,Mission: Impossible II,5.9,1966,2000,125,546.388105
FALSE,en,10.308442,110,Shanghai Noon,6.2,756,2000,55,56.932305
FALSE,en,7.978985,98,Big Momma's House,5.6,514,2000,30,173.959438
FALSE,en,14.091765,118,Gone in Sixty Seconds,6.1,1511,2000,90,237.202299
FALSE,en,5.867426,93,Love's Labour's Lost,5.4,14,2000,13,0.299792
FALSE,en,10.070988,94,Boys and Girls,5.4,107,2000,16,20.627372
FALSE,en,7.420019,99,Shaft,5.5,316,2000,46,107.196498
FALSE,en,7.515631,94,Titan A.E.,6.3,320,2000,75,36.754634
FALSE,en,11.834245,84,Chicken Run,6.5,1190,2000,45,224.834564
FALSE,en,9.95456,116,"Me, Myself & Irene",6.1,956,2000,51,149.270999
FALSE,en,15.960788,165,The Patriot,6.8,1130,2000,110,215.294342
FALSE,en,11.880936,88,The Adventures of Rocky & Bullwinkle,3.9,89,2000,76,35.13482
FALSE,en,18.911961,130,The Perfect Storm,6.2,609,2000,120,325.756637
FALSE,en,15.045725,104,The Kid,6,242,2000,65,69.7
FALSE,en,12.446738,88,Scary Movie,6,1468,2000,19,278.019771
FALSE,en,0.954467,104,X-Men,6.8,4172,2000,75,296.339527
FALSE,en,1.991904,105,The In Crowd,4.7,15,2000,15,5.217498
FALSE,en,9.500497,130,What Lies Beneath,6.3,504,2000,100,155.464351
FALSE,en,6.671316,106,Nutty Professor II: The Klumps,4.7,338,2000,84,123.307945
FALSE,en,15.650836,100,Coyote Ugly,5.8,590,2000,45,113.916474
FALSE,en,7.912103,112,Hollow Man,5.6,645,2000,95,190.213455
FALSE,en,7.45761,130,Space Cowboys,6.3,407,2000,65,128.884132
FALSE,en,5.13955,93,Saving Grace,6.3,115,2000,10,26.330482
FALSE,en,13.234894,107,The Cell,6,442,2000,33,104.155843
FALSE,en,9.800232,117,The Art of War,5.6,136,2000,40,30.199105
FALSE,en,6.402888,98,Bring It On,5.8,574,2000,28,90.449929
FALSE,en,11.430964,87,Highlander: Endgame,4.4,107,2000,25,15.843608
FALSE,en,6.03633,119,The Way of the Gun,6.4,106,2000,8.5,19.125401
FALSE,en,9.086699,122,Almost Famous,7.4,807,2000,60,47.383689
FALSE,en,11.839267,110,Under Suspicion,6.4,104,2000,25,0.260562
FALSE,en,12.243528,97,Urban Legends: Final Cut,4.4,102,2000,14,38.574362
FALSE,en,10.684806,140,Dancer in the Dark,7.7,392,2000,12.8,40.031879
FALSE,en,1.795849,94,The Broken Hearts Club: A Romantic Comedy,6.3,26,2000,1,1.744858
FALSE,en,6.587726,113,Remember the Titans,7.4,835,2000,30,136.706683
FALSE,en,6.047757,102,Get Carter,4.8,147,2000,63.6,19.412993
FALSE,en,14.178281,108,Meet the Parents,6.6,1743,2000,55,330.444045
FALSE,en,6.874828,102,Requiem for a Dream,7.9,2525,2000,4.5,7.390108
FALSE,en,3.755409,84,The Ladies Man,5.7,35,2000,24,13.7
FALSE,en,12.158424,110,Billy Elliot,7.4,774,2000,5,110
FALSE,en,8.781588,93,Bedazzled,5.6,526,2000,48,90.383208
FALSE,en,10.479723,122,Pay It Forward,7,447,2000,40,55.707411
FALSE,en,9.41834,95,The Little Vampire,6,79,2000,22,13.555988
FALSE,en,9.774985,98,Charlie's Angels,5.6,1253,2000,92,264.105545
FALSE,en,9.034884,126,The Legend of Bagger Vance,6.4,259,2000,80,39.459427
FALSE,en,7.177649,129,Men of Honor,7,556,2000,32,48.814909
FALSE,en,8.534176,106,Red Planet,5.4,271,2000,80,33.463969
FALSE,en,8.41311,123,The 6th Day,5.7,603,2000,82,96.085477
FALSE,en,13.349518,106,Bounce,5.5,120,2000,35,36.779296
FALSE,en,11.642462,104,How the Grinch Stole Christmas,6.2,1440,2000,123,345.141403
FALSE,it,5.568359,78,Rugrats in Paris: The Movie,6,101,2000,0.00003,0.000103
FALSE,en,7.668752,100,102 Dalmatians,5.1,327,2000,85,183.611771
FALSE,en,5.387711,124,Quills,6.8,129,2000,13.5,7.060876
FALSE,en,14.67855,106,Unbreakable,6.9,1994,2000,75,248.118121
FALSE,zh,19.944953,120,"Crouching Tiger, Hidden Dragon",7.2,949,2000,17,213.525736
FALSE,en,4.884311,107,Dungeons & Dragons,3.9,159,2000,35,15.185241
FALSE,en,6.548229,124,Vertical Limit,5.9,287,2000,75,215.663859
FALSE,en,14.014025,103,Snatch,7.7,2953,2000,10,83.557872
FALSE,en,8.9256,121,Chocolat,6.8,979,2000,25,152.500343
FALSE,en,10.890236,83,"Dude, Where’s My Car?",5.3,523,2000,13,73.180723
FALSE,en,12.297375,78,The Emperor's New Groove,7.2,1544,2000,100,169.327687
FALSE,en,11.179864,122,Pollock,6.6,91,2000,0.000006,0.000008
FALSE,en,9.963079,127,What Women Want,6.1,1021,2000,70,374.111707
FALSE,en,10.536255,136,Finding Forrester,7,305,2000,43,80.049764
FALSE,en,7.886926,111,The Gift,6.4,288,2000,10,12.008642
FALSE,en,21.296343,143,Cast Away,7.5,3304,2000,90,429.632142
FALSE,en,2.492547,140,The House of Mirth,6.4,25,2000,10,5.164404
FALSE,en,9.510762,111,Miss Congeniality,6.1,987,2000,45,212
FALSE,en,12.434175,106,"O Brother, Where Art Thou?",7.3,1144,2000,26,71.868327
FALSE,en,6.000716,99,Dracula 2000,4.6,150,2000,28,33.000337
FALSE,en,10.204559,145,Thirteen Days,6.9,192,2000,80,34.566746
FALSE,en,8.338222,147,Traffic,6.9,573,2000,48,207.515725
FALSE,en,12.691457,92,Shadow of the Vampire,6.6,149,2000,8,8.279017
FALSE,en,8.142166,108,Antitrust,5.8,156,2001,30,18.19561
FALSE,en,4.794088,112,Save the Last Dance,6.3,359,2001,13,91.038276
FALSE,en,7.554807,88,Panic,6.8,27,2000,1,0.779137
FALSE,en,12.806634,123,The Pledge,6.6,221,2001,35,29.4
FALSE,en,7.715908,81,Sugar & Spice,5.7,60,2001,11,13.276953
FALSE,en,8.056016,103,The Wedding Planner,5.4,433,2001,35,94.728529
FALSE,en,5.594987,86,Head Over Heels,5.3,73,2001,14,10.42447
FALSE,en,2.48875,131,Hannibal,6.4,1296,2001,87,351.692268
FALSE,en,8.526823,90,Saving Silverman,5.4,155,2001,22,19.351569
FALSE,en,4.195694,83,Recess: School's Out,6.6,68,2001,10,44.46085
FALSE,en,14.840318,119,Sweet November,6.4,292,2001,40,65.754228
FALSE,en,8.893957,93,Monkeybone,4.2,79,2001,75,5.409517
FALSE,en,4.76448,125,3000 Miles to Graceland,5.8,181,2001,62,18.720175
FALSE,en,9.958406,123,The Mexican,5.8,453,2001,57,147.845033
FALSE,pt,1.075939,104,"Me, You, Them",6.5,14,2000,1.9,2.070806
FALSE,en,12.149946,120,15 Minutes,5.7,194,2001,60,56.35998
FALSE,en,10.704813,131,Enemy at the Gates,7.2,1023,2001,68,96.97627
FALSE,en,12.280827,101,Exit Wounds,5.3,111,2001,50,79.958599
FALSE,en,15.450789,113,Memento,8.1,4168,2000,9,39.723096
FALSE,en,9.576745,88,Spy Kids,5.5,893,2001,35,147.93418
FALSE,en,4.63422,95,Tomcats,4.9,75,2001,11,23.430766
FALSE,en,6.226933,109,The Tailor of Panama,6.2,97,2001,21,28.008462
FALSE,es,5.958138,154,Amores perros,7.6,537,2000,2,20.908467
FALSE,en,13.214068,104,Along Came a Spider,6.1,408,2001,60,105.178561
FALSE,en,12.332223,124,Blow,7.4,1352,2001,53,83.282296
FALSE,ja,10.264597,93,Pokémon: Spell of the Unknown,6,143,2000,16,68.411275
FALSE,en,0.202478,119,Brigham City,7.3,4,2001,1,0.852206
FALSE,en,10.780524,97,Bridget Jones's Diary,6.6,1397,2001,25,281.929795
FALSE,en,10.442468,91,Joe Dirt,5.5,247,2001,17.7,30.987695
FALSE,en,6.640385,92,Crocodile Dundee in Los Angeles,4.7,149,2001,21.15,39.438674
FALSE,en,5.310558,116,Driven,4.5,180,2001,94,54.744738
FALSE,en,1.901065,104,Town & Country,4.1,18,2001,90,10.372291
FALSE,en,16.945657,130,The Mummy Returns,6,2258,2001,98,433.013274
FALSE,en,10.90061,132,A Knight's Tale,6.6,933,2001,65,117.487473
FALSE,en,5.3962,102,Angel Eyes,5.5,91,2001,53,29.7
FALSE,en,17.987728,90,Shrek,7.3,4183,2001,60,484.409218
FALSE,en,13.691781,127,Moulin Rouge!,7.4,1348,2001,52.5,179.213434
FALSE,en,11.419388,183,Pearl Harbor,6.6,1833,2001,140,449.220945
FALSE,en,8.473369,84,The Animal,4.6,310,2001,22,84.772742
FALSE,en,5.395127,101,Evolution,5.7,650,2001,80,98.376292
FALSE,en,9.646208,99,Swordfish,6.1,946,2001,102,147.080413
FALSE,en,10.901602,95,Atlantis: The Lost Empire,6.7,1257,2001,120,186.053725
FALSE,en,15.851722,100,Lara Croft: Tomb Raider,5.7,2235,2001,115,274.70334
FALSE,en,7.906683,87,Dr. Dolittle 2,4.9,422,2001,70,176.104344
FALSE,en,1.406181,106,The Fast and the Furious,6.6,3485,2001,38,207.283925
FALSE,en,13.249364,146,A.I. Artificial Intelligence,6.8,2011,2001,100,235.926552
FALSE,en,9.503157,130,Baby Boy,7.3,57,2001,16,29.381649
FALSE,en,6.236729,99,Crazy/Beautiful,6.6,98,2001,13,16.929123
FALSE,en,8.142251,87,Cats & Dogs,5,363,2001,60,93.375151
FALSE,en,7.637345,98,Kiss of the Dragon,6.4,304,2001,25,64.437847
FALSE,en,10.869056,83,Scary Movie 2,5.4,1019,2001,45,141.220678
FALSE,en,10.223851,106,Final Fantasy: The Spirits Within,5.9,441,2001,137,85.13183
FALSE,en,12.769371,96,Legally Blonde,6.2,908,2001,18,141.774679
FALSE,en,14.741992,124,The Score,6.7,436,2001,68,71.069884
FALSE,en,3.531682,94,Made,6.3,55,2001,5,5.47606
FALSE,fr,0.134014,95,Camille Claudel 1915,7,20,2013,3.512454,0.11586
FALSE,en,0.648867,92,Jurassic Park III,5.7,2109,2001,93,368.780809
FALSE,ja,8.134524,114,Brother,6.8,107,2000,12,15.25
FALSE,en,17.319836,119,Planet of the Apes,5.6,1270,2001,100,362.21174
FALSE,en,0.218588,97,Jackpot,6,1,2001,0.4,0.043719
FALSE,en,6.386082,97,Wet Hot American Summer,6.4,271,2001,5,0.295206
FALSE,en,9.970359,118,Original Sin,5.8,200,2001,42,35.40232
FALSE,en,7.387171,115,The Princess Diaries,6.5,1063,2001,37,165.335153
FALSE,en,8.345985,90,Rush Hour 2,6.4,1078,2001,90,347.325802
FALSE,en,10.25103,108,American Pie 2,6,1375,2001,30,287.553595
FALSE,en,6.405831,95,Osmosis Jones,6,237,2001,75,13.596911
FALSE,en,10.855383,94,American Outlaws,5.7,56,2001,35,13.678913
FALSE,en,14.242234,100,Session 9,6.2,255,2001,1.5,0.373967
FALSE,en,9.243715,131,Captain Corelli's Mandolin,5.6,146,2001,57,62.112895
FALSE,en,12.330275,112,Rat Race,6,531,2001,48,85.498534
FALSE,en,11.619446,104,Jay and Silent Bob Strike Back,6.4,491,2001,22,33.788161
FALSE,en,7.058599,98,Ghosts of Mars,4.8,299,2001,28,14.010832
FALSE,en,5.499867,108,Summer Catch,4.8,63,2001,34,19.693891
FALSE,en,10.414363,90,Jeepers Creepers,6.1,731,2001,10,59.217789
FALSE,en,4.260945,104,The Musketeer,5.2,56,2001,40,27.053815
FALSE,en,10.076223,105,Rock Star,6,194,2001,57,16.991902
FALSE,en,8.66635,97,L.I.E.,6.7,31,2001,0.7,1.667192
FALSE,en,6.418936,106,The Glass House,5.4,203,2001,30,23.619609
FALSE,en,7.674549,106,Hardball,6.3,126,2001,32,40.222729
FALSE,en,5.761051,85,Big Trouble,6.3,82,2002,40,8.49389
FALSE,en,5.420686,104,Glitter,3.4,38,2001,22,5.271666
FALSE,en,13.664622,122,Training Day,7.3,1665,2001,45,104.876233
FALSE,en,2.678923,107,Sidewalks of New York,5.6,16,2001,1,2.402459
FALSE,en,6.824871,113,Don't Say a Word,6,223,2001,50,100.020092
FALSE,en,6.425321,101,Hearts in Atlantis,6.5,132,2001,31,24.185781
FALSE,en,10.40782,89,Zoolander,6.1,1363,2001,28,60.780981
FALSE,en,10.337689,97,Joy Ride,6.3,328,2001,23,36.642838
FALSE,en,2.828884,86,Max Keeble's Big Move,5.4,33,2001,12,17.292381
FALSE,en,5.715737,90,Serendipity,6.6,529,2001,28,77.516304
FALSE,en,13.136791,123,Bandits,6.2,307,2001,75,67.631903
FALSE,en,4.890067,86,Corky Romano,4.1,54,2001,11,23.978402
FALSE,en,18.184056,147,Mulholland Drive,7.7,1517,2001,15,20.117339
FALSE,en,6.513545,96,Bones,4.3,36,2001,10,7.316658
FALSE,en,7.79014,122,From Hell,6.6,758,2001,35,74.558115
FALSE,en,9.807552,131,The Last Castle,7,290,2001,72,27.642707
FALSE,en,4.556123,132,Riding in Cars with Boys,6.5,108,2001,48,35.743308
FALSE,en,12.400152,120,K-PAX,7.1,710,2001,48,50.31514
FALSE,en,18.303148,113,Donnie Darko,7.7,3574,2001,6,1.270522
FALSE,en,6.353996,89,Domestic Disturbance,5.4,115,2001,75,54.249294
FALSE,en,26.419962,92,"Monsters, Inc.",7.5,6150,2001,115,562.816256
FALSE,en,9.769047,87,The One,5.7,445,2001,49,72.7
FALSE,en,3.580063,86,Tape,6.9,63,2001,0.1,0.490475
FALSE,en,12.520688,114,Shallow Hal,5.7,764,2001,40,141.06986
FALSE,en,2.483032,93,The Wash,5.3,26,2001,7,10.229331
FALSE,en,38.187238,152,Harry Potter and the Philosopher's Stone,7.5,7188,2001,125,976.47555
FALSE,en,3.916221,95,Novocaine,6,44,2001,6,2.025238
FALSE,en,4.197544,89,Out Cold,5.8,53,2001,24,14.782676
FALSE,en,18.186839,126,Spy Game,6.8,592,2001,92,143.04956
FALSE,es,11.111299,106,The Devil's Backbone,7.2,277,2001,4.5,6.45902
FALSE,en,11.185625,106,Behind Enemy Lines,6,464,2001,40,91.753202
FALSE,en,12.114932,116,Ocean's Eleven,7.2,3857,2001,85,450.71715
FALSE,fr,12.879381,122,Amélie,7.8,3403,2001,10,173.921954
FALSE,en,9.101896,89,Not Another Teen Movie,5.5,444,2001,16,66.468332
FALSE,en,10.071057,136,Vanilla Sky,6.5,1100,2001,68,203.388341
FALSE,en,9.707542,110,The Royal Tenenbaums,7.4,1317,2001,21,71.44125
FALSE,en,6.796277,93,How High,6.4,230,2001,12,31.155435
FALSE,en,7.308162,83,Jimmy Neutron: Boy Genius,5.6,235,2001,25,80.936232
FALSE,en,32.070725,178,The Lord of the Rings: The Fellowship of the Ring,8,8892,2001,93,871.368364
FALSE,en,8.063684,152,The Majestic,6.6,193,2001,72,37.317558
FALSE,en,11.93646,135,A Beautiful Mind,7.7,3087,2001,60,313.542341
FALSE,en,9.303104,157,Ali,6.7,457,2001,107,87.713825
FALSE,en,10.064446,144,Black Hawk Down,7.2,1832,2001,92,172.989651
FALSE,en,14.101101,137,Gosford Park,6.8,256,2001,19.8,87.754044
FALSE,en,12.935016,132,I Am Sam,7.2,542,2001,22,92.542418
FALSE,en,6.341187,111,Monster's Ball,6.6,254,2001,4,44.909486
FALSE,fr,11.564252,137,Brotherhood of the Wolf,6.6,404,2001,29,70.752904
FALSE,en,10.765924,131,The Count of Monte Cristo,7.3,463,2002,35,75.395048
FALSE,en,8.50563,119,The Mothman Prophecies,6.1,307,2002,32,55.157539
FALSE,en,8.054499,101,A Walk to Remember,7.5,1057,2002,11,41.227069
FALSE,en,0.158651,104,American Adobo,5.3,3,2001,0.000344,0.000004
FALSE,ja,9.298092,108,Metropolis,6.8,99,2001,14.5,95.789342
FALSE,en,8.559189,86,Slackers,5.4,60,2002,14,6.413915
FALSE,en,4.643981,88,Big Fat Liar,5.6,202,2002,15,52.970014
FALSE,en,10.175503,108,Collateral Damage,5.5,431,2002,85,78.382433
FALSE,en,6.631356,93,Crossroads,4.7,161,2002,12,61.14103
FALSE,en,14.116474,125,Hart's War,5.9,246,2002,70,32.287044
FALSE,en,8.867562,116,John Q,7,604,2002,36,102.24477
FALSE,en,8.759774,72,Return to Never Land,6.1,304,2002,20,109.862682
FALSE,en,7.351028,100,Super Troopers,6.6,367,2001,3,18.492362
FALSE,en,4.924078,104,Dragonfly,6.2,209,2002,60,52.3224
FALSE,en,8.436243,101,Queen of the Damned,5.5,247,2002,35,45.47911
FALSE,en,11.34706,138,We Were Soldiers,6.7,531,2002,75,114.660784
FALSE,en,3.909079,95,All About the Benjamins,5.9,52,2002,14,25.482931
FALSE,en,8.918134,96,The Time Machine,5.8,644,2002,80,123.729176
FALSE,en,2.186683,96,Full Frontal,4.8,26,2002,2,2.506446
FALSE,en,17.328902,81,Ice Age,7.1,3954,2002,59,383.257136
FALSE,en,7.781293,100,Resident Evil,6.4,2100,2002,33,102.984862
FALSE,en,4.917863,95,Showtime,5.3,286,2002,85,77.741732
FALSE,en,3.374229,97,Kissing Jessica Stein,5.9,50,2001,1,10.013424
FALSE,es,13.962548,106,Y Tu Mamá También,7.3,321,2001,5,33.616692
FALSE,en,17.05064,117,Blade II,6.3,1556,2002,54,155.010032
FALSE,en,5.373623,94,Clockstoppers,4.9,89,2002,26,38.793283
FALSE,en,14.969502,111,Panic Room,6.6,1303,2002,48,196.397415
FALSE,en,10.991137,127,The Rookie,6.5,112,2002,20,75.597042
FALSE,fr,6.363081,131,The Piano Teacher,7.2,197,2001,3,9.801375
FALSE,en,8.371005,115,High Crimes,6.1,187,2002,42,63.78181
FALSE,en,7.668576,92,National Lampoon’s Van Wilder,5.9,867,2002,5,38.275483
FALSE,en,7.81862,89,Changing Lanes,5.9,306,2002,45,94.935764
FALSE,en,7.397953,100,Frailty,7,338,2001,11,13.110448
FALSE,en,8.889064,84,The Sweetest Thing,5.3,286,2002,43,68.69677
FALSE,en,13.546984,114,The Cat's Meow,6,33,2001,7,3.646994
FALSE,en,7.714094,96,Human Nature,6.1,74,2001,6,0.705308
FALSE,en,6.719949,95,My Big Fat Greek Wedding,6.2,686,2002,5,368.744044
FALSE,en,9.645801,120,Murder by Numbers,6,275,2002,50,56.714147
FALSE,en,9.488117,92,The Scorpion King,5.3,802,2002,60,165.33318
FALSE,en,7.793873,91,Jason X,4.5,298,2001,11,16.951798
FALSE,en,6.332398,103,Life or Something Like It,5.7,126,2002,40,16.872671
FALSE,en,12.106615,103,Salton Sea,7,109,2002,18,0.676698
FALSE,en,1.62632,87,Vulgar,5.3,16,2000,0.12,0.014904
FALSE,en,29.413341,121,Spider-Man,6.8,5398,2002,139,821.708551
FALSE,en,8.96839,124,Unfaithful,6.3,282,2002,50,119.137784
FALSE,en,10.956665,101,About a Boy,6.6,627,2002,27,129
FALSE,en,14.072511,142,Star Wars: Episode II - Attack of the Clones,6.4,4074,2002,120,649.398328
FALSE,en,8.128106,98,The Believer,6.8,152,2001,1.5,0.416925
FALSE,en,6.681287,114,Enough,6.2,268,2002,38,51.801187
FALSE,en,11.424974,118,Insomnia,6.8,1181,2002,46,113.71483
FALSE,en,16.724836,83,Spirit: Stallion of the Cimarron,7.4,870,2002,80,122.563539
FALSE,en,9.268136,124,The Sum of All Fears,5.9,447,2002,68,193
FALSE,en,5.00725,86,Undercover Brother,5.5,113,2002,25,41.604473
FALSE,en,9.540021,116,Bad Company,5.4,232,2002,70,65.977295
FALSE,en,1.135061,172,Atanarjuat: The Fast Runner,6.3,21,2002,1.934,3.786801
FALSE,en,21.040126,119,The Bourne Identity,7.3,3640,2002,60,214.034224
FALSE,en,8.592826,88,Scooby-Doo,5.4,853,2002,84,275.650703
FALSE,en,7.455875,134,Windtalkers,5.8,345,2002,115,77.628265
FALSE,en,18.469238,85,Lilo & Stitch,7.1,1371,2002,80,145.771527
FALSE,en,20.666063,145,Minority Report,7.1,2663,2002,102,358.372926
FALSE,en,6.674356,96,Mr. Deeds,5.6,660,2002,50,171.269535
FALSE,en,2.605409,91,Lovely & Amazing,6.3,23,2001,0.25,4.186931
FALSE,en,16.775716,88,Men in Black II,6.1,3188,2002,140,441.818803
FALSE,en,5.024459,77,The Powerpuff Girls Movie,5.6,49,2002,10,11.411644
FALSE,en,13.067306,101,Reign of Fire,6,684,2002,60,43.061982
FALSE,en,13.426684,117,Road to Perdition,7.3,1102,2002,80,181.001478
FALSE,en,8.502529,94,Halloween: Resurrection,4.5,230,2002,13,37.664855
FALSE,en,7.718723,138,K-19: The Widowmaker,6.1,273,2002,100,35.168966
FALSE,en,9.274909,78,Stuart Little 2,5.4,632,2002,120,169.956806
FALSE,en,8.786653,94,Austin Powers in Goldmember,5.9,997,2002,63,296.655431
FALSE,en,2.6493,93,The Kid Stays in the Picture,7.3,19,2002,0.04,1.434436
FALSE,zh,0.653271,102,Happy Times,6.4,9,2000,1.9,0.240093
FALSE,en,9.203416,78,Tadpole,5.5,19,2002,0.15,2.891288
FALSE,en,11.211568,106,Signs,6.4,1624,2002,72,408.247917
FALSE,en,7.164131,100,Spy Kids 2: The Island of Lost Dreams,5.3,533,2002,38,119.723358
FALSE,en,4.388338,93,The Good Girl,6.1,183,2002,8,16.856124
FALSE,en,5.852263,110,Blood Work,6.1,210,2002,50,26.199517
FALSE,en,12.722381,124,xXx,5.8,1454,2002,70,277.448382
FALSE,en,0.527297,113,Martin Lawrence Live: Runteldat,5,1,2002,3,19.184015
FALSE,en,8.903754,95,The Adventures of Pluto Nash,4.4,143,2002,100,7.103973
FALSE,en,6.455738,104,Blue Crush,5.6,164,2002,25,51.842679
FALSE,ko,3.882092,90,The Isle,6.9,60,2000,0.05,0.021075
FALSE,en,4.439325,102,Possession,6.5,54,2002,25,10.113733
FALSE,en,10.753445,96,One Hour Photo,6.6,444,2002,12,52.223306
FALSE,en,10.16841,100,Serving Sara,5,86,2002,29,16.930185
FALSE,en,13.35278,96,Undisputed,6.1,141,2002,20,12.398628
FALSE,en,5.160215,101,FearDotCom,3.2,106,2002,40,18.902015
FALSE,en,3.903016,108,City By The Sea,5.7,92,2002,40,22.433915
FALSE,en,8.421411,84,Swimfan,5,71,2002,8.5,34.41124
FALSE,en,6.498789,102,Barbershop,6.2,139,2002,12,75.781642
FALSE,en,13.217421,92,The Transporter,6.6,1724,2002,21,43.928932
FALSE,en,5.536107,97,Igby Goes Down,6.5,95,2002,9,4.777465
FALSE,en,9.094558,91,Ballistic: Ecks vs. Sever,4.3,99,2002,70,19.924033
FALSE,en,6.894153,132,The Four Feathers,6.5,164,2002,35,29.882645
FALSE,en,5.781667,106,Trapped,5.8,140,2002,30,6.916869
FALSE,en,10.936827,104,Secretary,6.8,378,2002,4,9.304609
FALSE,ja,41.048867,125,Spirited Away,8.3,3968,2001,15,274.925095
FALSE,en,8.587129,108,Sweet Home Alabama,6.1,408,2002,30,180.622424
FALSE,en,14.074906,117,Moonlight Mile,6.4,54,2002,21,10.01105
FALSE,en,2.968157,124,Red Dragon,6.7,1142,2002,78,209.196298
FALSE,en,3.142874,109,Brown Sugar,7,31,2002,8,27.362712
FALSE,en,6.557426,92,Knockaround Guys,5.9,99,2001,15,12
FALSE,en,5.951492,90,Tuck Everlasting,6.4,133,2002,15,19.158074
FALSE,en,11.393859,120,Bowling for Columbine,7.3,467,2002,4,35.564473
FALSE,en,6.753969,95,Punch-Drunk Love,6.9,542,2002,25,17
FALSE,en,3.492576,89,Swept Away,4.8,52,2002,10,0.598645
FALSE,en,3.485213,99,Abandon,4.6,45,2002,25,10.719357
FALSE,en,6.368323,93,The 51st State,5.9,173,2001,0.000028,0.000014
FALSE,en,13.740965,115,The Ring,6.5,1720,2002,48,249.348933
FALSE,en,7.936578,104,Auto Focus,6.1,56,2002,7,2.062066
FALSE,en,2.850011,89,Naqoyqatsi,6.1,37,2002,3,0.013308
FALSE,en,13.955376,91,Ghost Ship,5.3,540,2002,35,68.349884
FALSE,en,14.095586,87,Jackass: The Movie,6.1,355,2002,5,64.282312
FALSE,en,1.652275,99,All The Queen's Men,6.1,7,2001,15,0.023
FALSE,en,11.283472,123,Frida,7.3,397,2002,12,56.298474
FALSE,en,10.404277,97,I Spy,5.2,276,2002,70,33.561137
FALSE,en,5.205729,104,The Santa Clause 2,5.5,303,2002,65,172.855065
FALSE,en,2.488424,113,The Weight of Water,5.6,33,2000,16,0.10913
FALSE,en,6.426438,114,Femme Fatale,6.2,142,2002,35,16.83891
FALSE,en,8.374355,110,8 Mile,6.8,1676,2002,41,215
FALSE,en,10.107519,107,Far from Heaven,6.9,145,2002,13.5,29.027914
FALSE,en,29.741452,161,Harry Potter and the Chamber of Secrets,7.4,5966,2002,100,876.688482
