adult,original_language,popularity,runtime,title,vote_average,vote_count,Year,budget,revenue
FALSE,en,13.088552,90,The Amityville Horror,6,606,2005,19,108.047131
FALSE,de,5.69684,117,Before the Fall,7.3,74,2004,4.5,3.764219
FALSE,en,10.596719,107,A Lot Like Love,6.5,329,2005,30,42.886719
FALSE,en,19.144611,101,xXx: State of the Union,4.7,565,2005,60,71.073932
FALSE,en,16.296471,144,Kingdom of Heaven,6.6,1187,2005,130,211.643158
FALSE,en,7.163099,113,House of Wax,5.5,696,2005,40,68.766121
FALSE,en,9.785147,112,Crash,7.2,1172,2004,6.5,98.410061
FALSE,en,7.90583,103,Unleashed,6.6,531,2005,45,50.871113
FALSE,en,13.165421,140,Star Wars: Episode III - Revenge of the Sith,7.1,4200,2005,113,850
FALSE,en,9.875573,95,Kicking & Screaming,5.6,179,2005,45,56.070433
FALSE,en,6.328385,101,Monster-in-Law,5.6,413,2005,43,154.749918
FALSE,en,18.847707,66,9 Songs,5.1,103,2004,1,1.574623
FALSE,en,16.136217,86,Madagascar,6.6,3322,2005,75,532.680671
FALSE,en,7.892677,117,Dominion: Prequel to the Exorcist,4.8,77,2005,30,0.251495
FALSE,en,7.349843,113,The Longest Yard,6.2,804,2005,82,190.320568
FALSE,en,6.363884,144,Cinderella Man,7.3,630,2005,88,108.539911
FALSE,en,9.263965,119,The Sisterhood of the Traveling Pants,6.3,396,2005,25,39.053061
FALSE,en,4.350049,107,Lords of Dogtown,7,215,2005,25,13.411957
FALSE,en,15.724373,120,Mr. & Mrs. Smith,6.5,3048,2005,110,478.20752
FALSE,en,6.477862,92,The Adventures of Sharkboy and Lavagirl,4.4,278,2005,50,69.425966
FALSE,en,2.812182,90,It's All Gone Pete Tong,7.1,53,2004,2,0.12062
FALSE,en,28.505341,140,Batman Begins,7.5,7511,2005,150,374.218673
FALSE,en,9.35239,101,Herbie Fully Loaded,5.1,559,2005,50,66.002004
FALSE,en,9.478117,93,Land of the Dead,6,395,2005,15,46.770602
FALSE,en,9.276085,102,Bewitched,4.8,463,2005,85,131.426169
FALSE,en,19.929377,116,War of the Worlds,6.2,2397,2005,132,591.739379
FALSE,fr,9.435123,80,March of the Penguins,6.9,371,2005,8,127.392239
FALSE,en,4.373457,103,Rebound,5.2,96,2005,45,16.809014
FALSE,en,6.53565,105,Dark Water,5.3,275,2005,30,25.473093
FALSE,en,19.382082,106,Fantastic Four,5.5,3040,2005,100,330.579719
FALSE,en,1.687901,88,Murderball,6.9,23,2005,0.3,1.750211
FALSE,en,11.100597,119,Wedding Crashers,6.4,1406,2005,40,285.176741
FALSE,fr,6.361343,129,Russian Dolls,6.8,156,2005,13,23.727301
FALSE,en,7.422267,116,Hustle & Flow,6.9,101,2005,8,23.563727
FALSE,en,11.443647,136,The Island,6.5,1813,2005,126,162.949164
FALSE,en,4.469459,113,Bad News Bears,5.7,73,2005,30,34.252847
FALSE,en,8.061423,100,Sky High,5.8,568,2005,35,86.369815
FALSE,en,13.89018,121,Stealth,4.9,341,2005,135,76.932943
FALSE,en,9.378926,98,Must Love Dogs,5.8,142,2005,30,58.405313
FALSE,en,11.919995,119,Serenity,7.4,1287,2005,39,38.869464
FALSE,en,6.589304,105,Broken Flowers,6.8,359,2005,10,45.742101
FALSE,en,2.789574,98,The Heart is Deceitful Above All Things,5.7,38,2004,0.07405,0.176153
FALSE,en,6.11959,97,Man-Thing,4,38,2005,7.5,0.143
FALSE,en,9.039467,104,The Dukes of Hazzard,5.1,321,2005,50,110.803676
FALSE,en,5.341117,83,Deuce Bigalow: European Gigolo,4.6,232,2005,22,22.400154
FALSE,en,10.947957,104,The Skeleton Key,6.4,588,2005,43,91.974818
FALSE,en,6.84109,109,Four Brothers,6.7,617,2005,45,92.374674
FALSE,en,14.987902,132,The Great Raid,6.8,91,2005,80,10.166502
FALSE,en,11.519662,116,The 40 Year Old Virgin,6.2,2020,2005,26,109.449237
FALSE,en,6.336927,85,Red Eye,6.2,471,2005,26,57.891803
FALSE,en,11.836827,76,Valiant,5.2,239,2005,35,19.478106
FALSE,en,15.66148,118,The Brothers Grimm,5.6,847,2005,88,105.316267
FALSE,en,8.077253,97,The Cave,5.2,204,2005,30,15.007991
FALSE,en,1.494688,97,Undiscovered,4.5,13,2005,9,1.046166
FALSE,en,11.556484,129,The Constant Gardener,6.9,428,2005,25,82.46667
FALSE,en,11.359659,87,Transporter 2,6.2,1076,2005,32,85.167639
FALSE,en,8.351773,95,Just Like Heaven,6.5,595,2005,58,102.854431
FALSE,en,7.983902,100,Proof,6.2,182,2005,20,7.535331
FALSE,en,8.745216,122,Lord of War,7,1356,2005,42,24.127895
FALSE,en,9.454335,90,Cry_Wolf,5.6,127,2005,1,10.047674
FALSE,en,7.738924,106,Everything is Illuminated,7.4,251,2005,7,2.69793
FALSE,en,11.953553,105,Doom,5,619,2005,60,55.987321
FALSE,en,6.394143,127,Domino,6,450,2005,50,22.944502
FALSE,en,5.054419,94,Waiting...,6.2,241,2005,3,18.63769
FALSE,en,12.201912,93,Æon Flux,5.4,717,2005,62,52.304001
FALSE,en,7.761954,108,An Unfinished Life,6.7,165,2005,30,18.618284
FALSE,en,10.966015,122,The Exorcism of Emily Rose,6.3,675,2005,19,144.216468
FALSE,en,12.419851,98,Flightplan,6.1,796,2005,55,223.387299
FALSE,en,12.920032,77,Corpse Bride,7.2,1957,2005,40,117.195061
FALSE,en,11.119707,96,A History of Violence,6.9,850,2005,32,60.740827
FALSE,en,12.369935,130,Oliver Twist,6.7,283,2005,50,42.093706
FALSE,en,6.969342,120,The Greatest Game Ever Played,6.9,112,2005,25,15.431177
FALSE,en,6.01272,114,Capote,6.9,394,2005,7,49.08483
FALSE,en,10.022102,110,Into the Blue,5.8,466,2005,50,44.434439
FALSE,en,5.354783,101,Mirrormask,6.6,107,2005,4,0.866999
FALSE,en,11.766244,85,The Curse of the Were-Rabbit,6.8,660,2005,30,192.452832
FALSE,en,11.76054,103,Kiss Kiss Bang Bang,7.2,900,2005,15,15.785148
FALSE,en,9.783762,118,Goal!: The Dream Begins,6.6,244,2005,30,27.610873
FALSE,en,10.952762,81,The Squid and the Whale,6.9,229,2005,1.5,11.098131
FALSE,en,9.003792,122,Two for the Money,5.9,156,2005,35,30.526509
FALSE,en,11.787044,134,Brokeback Mountain,7.5,1531,2005,14,178.043761
FALSE,en,11.82081,123,Elizabethtown,6.1,335,2005,57,52.034889
FALSE,en,8.781298,126,North Country,6.9,127,2005,35,25.224242
FALSE,en,7.523098,93,"Good Night, and Good Luck.",6.8,274,2005,7,54.6
FALSE,en,9.387212,104,The Proposition,7.1,221,2005,2,5.048693
FALSE,en,9.929809,100,The Fog,3.8,191,2005,18,46.201432
FALSE,en,4.349046,104,Shopgirl,5.7,80,2005,10.284523,11.588205
FALSE,en,6.572049,99,Stay,6.5,346,2005,50,8.342132
FALSE,en,8.940007,129,The Legend of Zorro,5.9,909,2005,75,142.400065
FALSE,en,8.345866,101,The Weather Man,6,292,2005,20,12.482775
FALSE,en,15.399863,92,Saw II,6.3,1288,2005,4,152.925093
FALSE,fr,9.255441,128,Empire of the Wolves,5.5,57,2005,24,11.875866
FALSE,da,4.568999,139,Manderlay,6.9,81,2005,14.2,0.674918
FALSE,en,9.997032,125,Jarhead,6.6,776,2005,72,96.889998
FALSE,en,18.584609,81,Chicken Little,5.6,974,2005,150,314.432665
FALSE,fr,7.846226,116,Joyeux Noël,7.2,216,2005,22,17.709155
FALSE,en,9.820229,117,Get Rich or Die Tryin',6.3,188,2005,40,46.442528
FALSE,en,5.768575,128,Syriana,6.3,455,2005,50,94
FALSE,en,10.600475,108,Derailed,6.1,322,2005,22,57.479076
FALSE,en,14.439083,135,Pride & Prejudice,7.8,1406,2005,28,121.147947
FALSE,en,7.483385,99,Wolf Creek,6.1,288,2005,1,27.762648
FALSE,en,24.903058,157,Harry Potter and the Goblet of Fire,7.5,5758,2005,150,895.921036
FALSE,en,11.476443,136,Walk the Line,7.3,732,2005,28,186.438883
FALSE,en,9.530278,135,Rent,6.7,159,2005,40,31.67062
FALSE,en,10.695639,101,Zathura: A Space Adventure,6.1,808,2005,65,64.321501
FALSE,en,2.308846,104,Bee Season,5.2,26,2005,14,6.856989
FALSE,en,10.238422,90,"Yours, Mine & Ours",5.7,233,2005,45,72.028752
FALSE,en,9.020372,124,Match Point,7.2,1134,2005,15,85.306374
FALSE,en,18.13542,143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2709,2005,180,748.806957
FALSE,en,19.761164,187,King Kong,6.6,2403,2005,207,550
FALSE,en,7.680762,145,Memoirs of a Geisha,7.3,670,2005,85,162.242962
FALSE,en,1.158196,111,Down,4.1,18,2001,15,0.163169
FALSE,en,3.867472,96,The Matador,6.2,137,2005,10,17.297244
FALSE,en,8.334487,92,Mozart and the Whale,6.5,41,2005,12,0.084967
FALSE,en,9.117934,121,The Three Burials of Melquiades Estrada,7,180,2005,15,12.036149
FALSE,en,9.668761,164,Munich,7,706,2005,70,130.358911
FALSE,en,5.037224,134,The Producers,6.1,153,2005,45,38.058335
FALSE,en,7.398205,103,Transamerica,6.9,149,2005,1,13.350369
FALSE,en,6.158212,97,Rumor Has It...,5.3,309,2005,70,88.933562
FALSE,en,7.101422,94,Cheaper by the Dozen 2,5.8,542,2005,60,129.18183
FALSE,en,13.473381,90,Fun with Dick and Jane,5.9,639,2005,100,202.026112
FALSE,en,5.742659,103,Keeping Mum,6.5,165,2005,0.169,18.564702
FALSE,en,7.694502,135,The New World,6.4,336,2005,30,30.536013
FALSE,fr,7.594102,84,District B13,6.5,572,2004,12,9.584131
FALSE,en,6.514132,95,BloodRayne,3.6,120,2005,25,2.40542
FALSE,en,12.093928,94,Hostel,5.7,913,2005,4.8,80.578934
FALSE,en,15.672195,125,Tristan & Isolde,6.4,240,2006,31,28
FALSE,en,5.53836,112,Last Holiday,6.4,123,2006,45,38.399961
FALSE,en,6.398984,80,Hoodwinked!,6,491,2005,15,51.053787
FALSE,en,12.496805,106,Underworld: Evolution,6.4,1548,2006,50,111.340801
FALSE,zh,1.883227,107,Riding Alone for Thousands of Miles,7.3,21,2005,7.5,3.752325
FALSE,es,19.294832,93,Bandidas,5.8,319,2006,35,10.496317
FALSE,en,5.450751,108,Annapolis,6,94,2006,26,17.496992
FALSE,en,7.622875,99,Big Momma's House 2,5.4,376,2006,40,138.259062
FALSE,en,9.806554,97,Nanny McPhee,6.4,742,2005,25,122.489822
FALSE,en,11.872997,93,Final Destination 3,5.8,1000,2006,25,117.719158
FALSE,en,2.092791,100,Dave Chappelle's Block Party,6.5,29,2005,3,11.718595
FALSE,en,12.602502,86,Curious George,6.1,109,2006,50,69.834815
FALSE,en,6.500892,105,Firewall,5.6,270,2006,45,82.8
FALSE,en,5.149058,87,When a Stranger Calls,5.4,273,2006,15,66.966987
FALSE,en,3.743679,98,Tamara,5.1,64,2005,4.75,0.206871
FALSE,en,5.388535,113,Freedomland,5.2,71,2006,37.665,14.655628
FALSE,en,4.456904,98,Winter Passing,6.7,28,2006,3.5,0.113783
FALSE,en,13.876881,120,Eight Below,6.7,553,2006,40,120.455994
FALSE,en,5.682129,83,Date Movie,3.6,225,2006,20,48.548426
FALSE,en,7.435544,122,Running Scared,7,332,2006,17,9.5
FALSE,en,4.304175,110,Madea's Family Reunion,6,77,2006,6,57.231524
FALSE,en,11.096655,87,Ultraviolet,4.8,468,2006,30,31.070211
FALSE,en,6.053567,103,Just My Luck,5.8,512,2006,28,38.159905
FALSE,en,10.307277,90,Pulse,5,154,2006,38,29.907685
FALSE,en,11.887779,105,16 Blocks,6.2,675,2006,55,65.664721
FALSE,en,9.438013,97,Failure to Launch,5.5,407,2006,50,128.406887
FALSE,en,16.646029,91,Ice Age: The Meltdown,6.5,3034,2006,80,660.94078
FALSE,en,20.214422,132,V for Vendetta,7.7,4562,2006,54,132.511035
FALSE,en,6.916201,105,She's the Man,6.4,691,2006,20,33.889159
FALSE,en,9.369527,92,Thank You for Smoking,7.1,670,2005,6.5,24.793509
FALSE,en,15.295949,125,Find Me Guilty,6.5,139,2006,13,2.636637
FALSE,en,13.393548,129,Inside Man,7.3,1671,2006,45,184.376254
FALSE,af,6.081201,94,Tsotsi,6.9,96,2005,3,9.879971
FALSE,en,11.29062,104,Aquamarine,5.8,372,2006,12,23.006849
FALSE,fi,2.329388,78,Lights in the Dusk,6.6,27,2006,1.38,1.615018
FALSE,en,18.960549,107,The Hills Have Eyes,6.1,726,2006,15,69.623713
FALSE,en,4.878907,98,The Shaggy Dog,4.5,138,2006,50,61.112916
FALSE,de,9.02255,137,The Lives of Others,7.9,977,2006,2,70
FALSE,en,5.364459,108,Take the Lead,6.6,171,2006,30,34.742066
FALSE,en,11.15092,110,Lucky Number Slevin,7.4,1356,2006,27,56.308881
FALSE,es,6.302926,121,Volver,7.3,419,2006,12.899867,85.582407
FALSE,en,5.052049,112,Akeelah and the Bee,6.7,85,2006,8,18.948425
FALSE,en,4.854551,100,Stay Alive,5.3,157,2006,9,27.105095
FALSE,en,15.321902,114,Basic Instinct 2,4.6,183,2006,70,38.629478
FALSE,en,9.00314,110,Brick,6.8,366,2005,0.475,3.919254
FALSE,en,2.582818,105,ATL,6,33,2006,20,21.170563
FALSE,fr,9.746725,105,Renaissance,6.7,78,2006,18,1.831348
FALSE,en,8.869162,88,Friends with Money,5.1,132,2006,6.5,13.368437
FALSE,en,13.096692,83,Scary Movie 4,5.3,779,2006,45,178.26262
FALSE,en,9.62025,103,Hard Candy,6.8,726,2005,0.95,7.022209
FALSE,en,12.915358,108,The Sentinel,5.8,230,2006,60,77.920346
FALSE,en,7.904333,94,The Wild,5.1,246,2006,80,37.384046
FALSE,en,7.938457,125,Silent Hill,6.3,1093,2006,50,97.607453
FALSE,es,2.329513,96,Battle in Heaven,5.6,24,2005,1.601792,0.253527
FALSE,en,4.936369,107,American Dreamz,4.9,97,2006,17,7.314027
FALSE,th,9.005167,108,The Protector,6.8,171,2005,6,27.165581
FALSE,en,15.687983,126,Mission: Impossible III,6.5,2062,2006,150,397.850012
FALSE,en,11.511424,99,RV,5.6,503,2006,50,87.528173
FALSE,en,10.527141,111,United 93,6.9,377,2006,15,76.286096
FALSE,en,11.448612,112,Down in the Valley,6,64,2005,8,0.852872
FALSE,en,9.382953,83,Over the Hedge,6.3,1116,2006,80,343.397247
FALSE,en,6.581669,99,Poseidon,5.5,594,2006,160,181.674817
FALSE,en,18.566706,149,The Da Vinci Code,6.5,2773,2006,125,767.820459
FALSE,en,0.867943,104,X-Men: The Last Stand,6.3,3581,2006,210,459.359555
FALSE,en,6.327193,106,The Break-Up,5.6,851,2006,52,204.999686
FALSE,en,1.829593,90,Twelve and Holding,7,20,2005,0.4,0.095687
FALSE,en,18.907948,117,Cars,6.6,3991,2006,120,461.983149
FALSE,en,2.637004,144,The Lost City,5.9,25,2005,9.6,4.386236
FALSE,en,2.095106,90,Standing Still,5.7,12,2005,1.7,0.012762
FALSE,en,5.670679,110,The Omen,5.3,287,2006,25,119.188334
FALSE,en,12.042646,92,Nacho Libre,5.6,368,2006,32,80.197993
FALSE,en,12.589019,99,The Lake House,6.5,689,2006,40,114.830111
FALSE,en,9.796552,107,Click,6,2167,2006,82.5,237.681299
FALSE,en,13.102384,109,The Devil Wears Prada,7,3198,2006,35,326.551094
FALSE,en,29.455314,151,Pirates of the Caribbean: Dead Man's Chest,7,5380,2006,200,1065.659812
FALSE,en,8.570085,108,"You, Me and Dupree",5.4,421,2006,54,130.431368
FALSE,en,8.466725,97,Clerks II,6.9,407,2006,5,26.888376
FALSE,en,8.704554,110,Lady in the Water,5.3,415,2006,75,42.285169
FALSE,en,8.852557,123,Marie Antoinette,6.5,662,2006,40,60.47434
FALSE,en,8.570312,92,Who Killed the Electric Car?,7.2,59,2006,1,1.678874
FALSE,en,6.684925,100,An Inconvenient Truth,6.7,257,2006,1,46.243
FALSE,en,2.238808,104,The Fast and the Furious: Tokyo Drift,6.1,1749,2006,85,158.468292
FALSE,en,13.284712,154,Superman Returns,5.4,1429,2006,270,391.081192
FALSE,en,5.320117,102,Little Miss Sunshine,7.5,1728,2006,8,100.523181
FALSE,en,12.60853,143,Babel,6.9,1083,2006,25,135.330182
FALSE,en,7.067602,98,Little Man,5.3,269,2006,64,101.595121
FALSE,en,15.402378,91,Monster House,6.3,912,2006,75,140.175006
FALSE,en,7.418574,105,Snakes on a Plane,5.1,504,2006,33,62.022014
FALSE,en,8.16339,96,Scoop,6.4,435,2006,4,31.584901
FALSE,en,6.936688,116,Talladega Nights: The Ballad of Ricky Bobby,6.2,497,2006,72.5,162.966177
FALSE,en,16.661966,108,Night at the Museum,6.4,2949,2006,110,574.480841
FALSE,en,13.332102,128,World Trade Center,5.9,461,2006,63,162.945894
FALSE,en,10.798092,113,Stranger Than Fiction,7.1,743,2006,30,53.653224
FALSE,en,11.72545,134,Miami Vice,5.7,494,2006,135,163.794509
FALSE,en,20.981716,117,The Pursuit of Happyness,7.7,2607,2006,55,307.077295
FALSE,en,7.810301,87,John Tucker Must Die,5.9,375,2006,18,41.009669
FALSE,en,7.000272,88,The Ant Bully,5.5,375,2006,50,55.181129
FALSE,en,2.6982,108,Mrs Palfrey at The Claremont,6.8,10,2005,0.75,1.720953
FALSE,en,12.627593,88,Crank,6.6,1172,2006,12,42.931041
FALSE,en,6.652197,130,Black Gold,5.9,77,2011,40,5.446
FALSE,en,9.51795,106,Chaos,6.1,278,2005,20,0.010289
FALSE,en,6.984949,90,Barnyard,5.3,230,2006,51,72.779
FALSE,en,14.21769,104,Step Up,6.7,1092,2006,12,114.194847
FALSE,en,11.967444,83,Zoom,4.9,140,2006,35,12.506188
FALSE,fr,5.397604,116,Bon Cop Bad Cop,6.5,43,2006,8,12.6713
FALSE,en,12.155115,107,Half Nelson,6.5,243,2006,0.7,4.911725
FALSE,en,6.796465,120,Tideland,6.3,147,2005,12,0.566611
FALSE,en,7.06088,93,Accepted,6.2,412,2006,23,38.505009
FALSE,en,11.494009,110,The Illusionist,7.1,1657,2006,40,86.915017
FALSE,en,7.904371,103,The Queen,6.8,344,2006,15,123.384128
FALSE,en,7.481125,110,Beerfest,5.8,173,2006,17.5,19.179969
FALSE,en,9.423256,102,The Wicker Man,4,355,2006,40,38.755073
FALSE,en,0.906143,95,Crossover,4.2,10,2006,5.8,7
FALSE,en,4.997751,96,The Quiet,6.1,73,2005,0.9,0.38142
FALSE,en,6.752524,124,The Wind That Shakes the Barley,7.1,155,2006,6.5,22.889018
FALSE,en,12.72212,97,The Covenant,5.2,295,2006,20,37.597471
FALSE,en,3.319349,96,Sherrybaby,6.3,43,2006,2,0.622806
FALSE,en,12.130803,84,Idiocracy,6.3,681,2006,30,0.495303
FALSE,en,11.577121,96,The Fountain,6.8,852,2006,35,15.30489
FALSE,fr,10.603991,105,The Science of Sleep,6.8,253,2006,6,9.52434
FALSE,cn,4.331811,107,Initial D,6.3,46,2005,1.549,7.096
FALSE,en,6.506572,121,The Black Dahlia,5.7,292,2006,50,49.111202
FALSE,en,5.025475,125,Gridiron Gang,6.6,210,2006,30,41.480851
FALSE,en,7.735233,139,Apocalypto,7.3,1252,2006,40,120.17529
FALSE,en,5.460942,140,Flyboys,6.3,274,2006,60,17.8
FALSE,en,7.915368,95,Jackass Number Two,6.4,306,2006,11,72.778712
FALSE,en,7.991168,125,All the King's Men,5.7,95,2006,55,9.450897
FALSE,en,2.333661,84,Conversations with Other Women,6.2,38,2006,0.45,0.973525
FALSE,en,8.278336,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1617,2006,18,261.572744
FALSE,es,26.817754,118,Pan's Labyrinth,7.6,3122,2006,19,83.258226
FALSE,en,10.031817,139,The Guardian,6.8,394,2006,70,55.011732
FALSE,en,11.744242,83,Open Season,6.1,676,2006,85,197.309027
FALSE,en,10.725567,100,School for Scoundrels,5.6,112,2006,20,17.807569
FALSE,en,18.515448,151,The Departed,7.9,4455,2006,90,289.847354
FALSE,en,8.596352,103,Employee of the Month,5.4,156,2006,12,38.368909
FALSE,en,8.778999,93,Stormbreaker,5.1,219,2006,40,23.93787
FALSE,en,4.926507,116,Running with Scissors,5.8,80,2006,12,6.754898
FALSE,en,6.768804,102,The Grudge 2,5.3,288,2006,20,39.143839
FALSE,en,7.018483,115,Man of the Year,5.8,129,2006,20,41.237648
FALSE,en,6.679168,92,The Marine,5,165,2006,20,22.165608
FALSE,en,5.169999,110,Infamous,6.4,60,2006,13,1.15133
FALSE,en,3.660528,123,One Night with the King,6.1,12,2006,20,13.391174
FALSE,en,7.311148,136,Little Children,6.9,243,2006,26,14.821658
FALSE,en,7.485908,111,Facing the Giants,6.6,64,2006,0.1,10.178331
FALSE,en,9.424157,121,The Last King of Scotland,7.4,568,2006,6,48.02797
FALSE,en,11.547748,101,Shortbus,6.3,141,2006,2,5.179037
FALSE,en,14.114606,109,Children of Men,7.4,2120,2006,76,69.959751
FALSE,en,16.94556,130,The Prestige,8,4510,2006,40,109.676311
FALSE,en,9.224494,132,Flags of Our Fathers,6.7,532,2006,90,65.900249
FALSE,en,3.94159,95,Flicka,6.1,52,2006,15,21
FALSE,ru,9.586723,139,9th Company,6.8,65,2005,9.5,24
FALSE,en,14.938035,108,Saw III,6.1,1104,2006,10,163.876815
FALSE,en,4.028906,97,Death of a President,5.7,18,2006,2,0.167
FALSE,en,9.922577,85,Flushed Away,6,909,2006,149,64.459316
FALSE,en,10.297304,147,Perfume: The Story of a Murderer,7.1,1198,2006,50,132.180323
FALSE,en,6.829528,98,The Santa Clause 3: The Escape Clause,5,241,2006,12,84.500122
FALSE,en,7.82187,118,A Good Year,6.5,360,2006,35,42.064105
FALSE,en,9.338989,85,The Return,5.1,61,2006,15,11.992014
FALSE,en,12.142183,86,For Your Consideration,5.9,44,2006,12,5.542025
FALSE,en,23.065078,144,Casino Royale,7.3,3930,2006,150,599.04596
FALSE,en,15.088318,108,Happy Feet,5.9,1457,2006,100,384.335608
FALSE,en,3.856827,84,Let's Go to Prison,5.5,70,2006,4,4.630045
FALSE,en,14.922904,126,Déjà Vu,6.6,1519,2006,75,180.55755
FALSE,en,14.043416,136,The Holiday,6.7,1259,2006,85,194.1687
FALSE,en,11.556057,112,Snow Cake,7.3,51,2006,12,1.381665
FALSE,en,7.659357,120,Harsh Times,6.3,198,2005,2,5.967038
FALSE,en,7.98193,93,Tenacious D in The Pick of Destiny,6.5,419,2006,22,13.405595
FALSE,en,12.477872,143,Blood Diamond,7.4,2344,2006,100,170.877916
FALSE,en,10.254314,97,Charlotte's Web,5.8,300,2006,85,144
FALSE,en,9.851133,104,Eragon,4.9,990,2006,100,249.288105
FALSE,en,11.697604,102,Rocky Balboa,6.5,858,2006,24,155.721132
FALSE,en,5.108321,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,2006,16.8,2.281089
FALSE,en,5.978211,92,Another Gay Movie,5.2,48,2006,0.5,0.745327
FALSE,en,5.401746,124,We Are Marshall,6.7,189,2006,65,43.545364
FALSE,en,11.057536,167,The Good Shepherd,6.3,342,2006,85,59.908565
FALSE,en,7.739633,134,Dreamgirls,6.6,292,2006,70,154.93768
FALSE,en,13.585233,123,Freedom Writers,7.6,368,2007,21,41.170784
FALSE,en,3.403583,109,The History Boys,6.6,66,2006,4,13.401952
FALSE,en,8.593087,92,Notes on a Scandal,6.9,239,2006,15,49.469904
FALSE,en,5.756379,87,DOA: Dead or Alive,5,207,2006,21,0.480314
FALSE,en,5.290831,108,The Good German,5.9,87,2006,32,5.914908
FALSE,en,11.649588,141,Letters from Iwo Jima,7.2,553,2006,19,68.673228
FALSE,en,7.888302,84,Black Christmas,4.8,119,2006,9,21.510851
FALSE,en,13.139893,75,Happily N'Ever After,4.6,108,2006,47,38.085778
FALSE,en,11.107148,84,Code Name: The Cleaner,4.7,78,2007,20,10.337477
FALSE,en,5.607508,114,Stomp the Yard,6.1,90,2007,13,75.511123
FALSE,en,8.599342,92,Miss Potter,6.3,143,2006,30,35.078241
FALSE,en,11.621534,94,Arthur and the Invisibles,6,663,2006,86,107.944236
FALSE,en,7.160967,84,The Hitcher,5.6,253,2007,10,25.399945
FALSE,en,8.460206,96,Bridge to Terabithia,7,1146,2007,60,137.587063
FALSE,en,11.276024,108,Waitress,6.6,132,2007,2,22.17943
FALSE,en,5.953413,111,Catch and Release,5.8,109,2006,25,16.158487
FALSE,en,7.906434,109,Smokin' Aces,6.4,541,2006,17,57.103895
FALSE,en,5.549609,86,Epic Movie,3.2,334,2007,20,86.865564
FALSE,en,9.629399,90,The Messengers,5.6,216,2007,16,1.10966
FALSE,en,2.159558,121,Hannibal Rising,6,666,2007,50,82.169884
FALSE,en,7.667874,101,Norbit,5,434,2007,60,95.673607
FALSE,en,20.50803,111,Ratatouille,7.5,4510,2007,150,623.722818
FALSE,fr,6.980486,120,"Paris, je t'aime",6.7,213,2006,13,4.857367
FALSE,en,6.862146,104,The Astronaut Farmer,6.2,124,2006,13,11.130889
FALSE,en,8.960677,95,It's a Boy Girl Thing,6.3,279,2006,15.5,7.385434
FALSE,fr,10.021547,128,Days of Glory,6.7,96,2006,14.5,22.963701
FALSE,en,13.505066,98,Unknown,6.4,116,2006,3.7,3.338228
FALSE,en,3.172765,95,Trailer Park Boys: The Movie,6.8,53,2006,5,3.833507
FALSE,en,11.902354,114,Ghost Rider,5.2,1754,2007,110,228.738393
FALSE,en,6.063809,100,Daddy's Little Girls,6.6,19,2007,10,31.609243
FALSE,en,7.196688,96,Music and Lyrics,6.2,569,2007,40,145.896422
FALSE,en,8.140941,101,The Number 23,6.3,1045,2007,30,77.566815
FALSE,en,4.468247,84,Reno 911!: Miami,5.6,72,2007,10,20.342161
FALSE,en,7.050403,116,Black Snake Moan,6.6,247,2006,15,10.903846
FALSE,en,5.230003,89,Kidulthood,6.2,61,2006,0.994,0.165
FALSE,en,13.535195,121,Hot Fuzz,7.4,2252,2007,12,80.573774
FALSE,en,9.41746,96,Next,5.9,880,2007,70,76.066841
FALSE,en,4.387586,152,Romanzo criminale,7.3,112,2005,0.818418,4.851244
FALSE,en,19.083823,157,Zodiac,7.3,2080,2007,65,84.785914
FALSE,en,0.717595,90,Zyzzyx Road,4,4,2006,2,0.00003
FALSE,en,18.108408,117,300,7,5092,2006,65,422.610419
FALSE,en,5.140016,92,Starter for 10,6.7,131,2006,0.000008,0.000021
FALSE,ko,9.386916,119,The Host,6.7,546,2006,11,88.489643
FALSE,en,7.829737,120,Becoming Jane,6.9,325,2007,16.5,37.311672
FALSE,en,4.273271,122,The Namesake,6.8,50,2006,12,20.138836
FALSE,en,3.966066,90,I Think I Love My Wife,5,56,2007,11,13.196245
FALSE,en,10.163764,96,Premonition,5.8,391,2007,20,84.146832
FALSE,en,10.763622,89,Dead Silence,6.2,533,2007,20,22.217407
FALSE,en,10.027137,124,Reign Over Me,7.1,340,2007,20,22.222308
FALSE,en,14.246918,124,Shooter,6.9,1495,2007,61,95.696996
FALSE,en,11.358363,90,TMNT,6,349,2007,34,95.608995
FALSE,nl,7.440511,145,Black Book,7.2,288,2006,21,26.193068
FALSE,en,12.153493,99,The Lookout,6.6,209,2007,16,5.36703
FALSE,en,9.825841,99,The Reaping,5.4,209,2007,40,62.771059
FALSE,en,10.529576,95,Meet the Robinsons,6.7,787,2007,150,169.332978
FALSE,en,5.034585,115,Seraphim Falls,6.4,147,2006,18,1.196307
FALSE,en,12.715571,107,Sunshine,7,1210,2007,50,32.017803
FALSE,en,4.78586,116,The Hoax,6.4,60,2006,25,11.772461
FALSE,en,5.91265,114,Goya's Ghosts,6.6,100,2006,50,9.448082
FALSE,en,9.925255,109,Perfect Stranger,5.4,242,2007,60.795,73.090611
